Origin_Airport_Code,Destination_Airport_Code,Estimated_Duration_Hours,Estimated_Duration_Minutes
AGP,BRU,3,9
CDG,IST,2,46
AMS,MAD,1,5
MXP,DUS,2,33
MUC,FCO,2,53
LIS,CDG,3,27
ALC,BCN,2,7
BUD,CPH,3,5
LIS,GVA,3,52
ZRH,MXP,3,9
CPH,DUB,4,45
ZRH,MUC,1,0
ZRH,LIS,1,38
WAW,PMI,4,36
MXP,ZRH,3,20
VIE,ZRH,2,42
LIS,MAN,2,18
HEL,DUB,4,53
PMI,BCN,2,56
FRA,ARN,3,38
BCN,CPH,2,26
FRA,MUC,5,5
CPH,ARN,1,27
MXP,BUD,2,35
VIE,AMS,2,40
MAD,BRU,4,7
HEL,CPH,3,37
ATH,AMS,3,34
BUD,MAN,2,23
DUS,ALC,2,11
LHR,ARN,3,24
MAN,FRA,1,0
MAN,MAD,2,4
GVA,FRA,1,0
MUC,ALC,3,55
VIE,CPH,2,42
CDG,GVA,1,11
LIS,MAN,4,53
DUS,FCO,4,20
MUC,HEL,3,28
DUB,MAD,1,51
LGW,GVA,4,33
AMS,FCO,2,16
DUB,AGP,1,54
PMI,MXP,2,34
MAD,MXP,4,6
BRU,FCO,1,32
VIE,BRU,4,15
CPH,MUC,2,29
MUC,IST,3,2
BRU,AMS,1,21
AMS,FCO,2,15
FCO,VIE,2,38
CPH,DUS,2,39
AGP,MXP,4,37
BRU,MAD,2,23
DUB,MAN,1,24
MUC,ZRH,3,42
ARN,ATH,1,11
BCN,VIE,3,37
ZRH,DUB,3,57
BRU,CDG,4,18
BUD,PMI,2,39
FCO,ARN,3,18
LHR,LIS,2,0
DUS,ARN,1,55
PRG,MXP,1,18
BUD,MXP,4,43
FRA,GVA,3,4
OSL,MUC,4,20
ZRH,DUS,1,59
LHR,ALC,3,3
GVA,CPH,1,46
DUB,AGP,4,15
FRA,MAD,3,16
FRA,MXP,1,58
MXP,MAN,1,40
OSL,CDG,4,18
ALC,MAD,4,25
VIE,LHR,3,22
OSL,MUC,3,39
LHR,BRU,3,29
VIE,OSL,3,44
WAW,DUB,1,24
MAD,GVA,1,17
PRG,ZRH,2,34
CPH,CDG,2,24
GVA,AGP,2,32
BUD,ARN,1,34
AGP,LGW,4,19
MAD,ALC,3,8
OSL,MAD,2,25
VIE,DUS,1,15
DUB,PMI,1,27
CPH,MXP,2,40
FCO,BCN,2,19
BUD,MAN,3,53
ALC,HEL,4,13
DUS,ATH,3,58
OSL,PRG,4,2
BCN,BUD,1,28
BCN,DUB,2,6
ATH,AGP,2,10
MXP,LGW,2,30
MAD,BUD,4,8
CDG,LHR,3,2
LHR,BCN,4,8
ATH,LIS,1,59
FCO,CDG,3,15
HEL,IST,1,45
BRU,CPH,2,25
DUB,ATH,2,42
DUB,ZRH,4,30
DUB,AGP,1,58
BRU,CPH,4,31
DUS,ALC,2,53
DUB,PMI,1,36
ARN,ALC,1,59
BRU,BUD,3,49
ATH,MXP,2,48
LIS,BRU,3,49
MAD,LHR,3,31
VIE,FRA,1,49
ATH,DUS,1,13
VIE,FCO,2,0
BCN,ALC,4,30
DUB,ALC,1,33
LHR,AGP,1,38
BUD,BCN,2,35
ZRH,BCN,1,7
FRA,ARN,4,1
LIS,OSL,3,52
CDG,GVA,1,59
CDG,AMS,2,51
BRU,BUD,4,32
IST,LHR,4,2
CDG,MAN,4,38
CDG,MUC,3,43
CDG,PRG,2,35
VIE,ATH,3,3
MUC,MAD,3,6
MAN,BUD,3,4
PRG,PMI,3,32
AGP,ALC,1,39
DUB,IST,2,58
MXP,WAW,2,45
BRU,LGW,2,37
LIS,MXP,3,33
DUS,PRG,3,27
LGW,MAD,3,13
BRU,BCN,2,25
MUC,FRA,4,58
PRG,MAD,4,17
ARN,BCN,2,23
CPH,CDG,2,7
ALC,GVA,1,11
ZRH,PMI,1,35
MXP,AGP,4,37
LHR,DUB,1,59
CPH,ATH,3,38
ATH,MAD,2,53
FRA,GVA,2,44
WAW,FCO,2,40
BRU,DUB,1,31
IST,ARN,1,42
ARN,LGW,1,59
MXP,CPH,2,9
CPH,WAW,3,57
VIE,GVA,3,53
ALC,MXP,1,0
AMS,FCO,3,21
MAN,DUB,3,16
BRU,BCN,4,44
MXP,HEL,1,48
LGW,CPH,2,0
FRA,VIE,3,53
OSL,MUC,1,27
DUB,AGP,3,23
MAN,CPH,1,44
DUB,CDG,2,47
HEL,FCO,3,50
ZRH,BCN,4,8
LGW,CDG,2,55
CPH,PMI,1,21
MXP,CPH,3,18
AGP,ATH,4,41
GVA,MAD,2,2
FRA,BCN,3,10
MAN,FRA,4,52
DUB,AGP,4,16
GVA,MUC,5,11
VIE,DUS,4,15
ARN,BUD,1,45
FCO,CDG,3,53
PRG,AMS,1,31
DUS,MUC,4,34
MAD,FRA,3,12
BUD,ALC,2,57
PRG,HEL,4,30
ZRH,MXP,2,10
PMI,OSL,1,5
MXP,AGP,3,28
HEL,MXP,2,43
FRA,BUD,1,48
IST,ATH,1,39
OSL,BRU,4,20
CPH,HEL,3,25
VIE,BRU,2,3
ARN,LIS,3,43
AMS,IST,2,24
ZRH,VIE,1,20
PMI,CDG,1,36
LGW,BRU,1,23
PRG,LIS,1,19
MAN,DUS,1,0
ZRH,CDG,1,41
MXP,BRU,3,42
PRG,LHR,2,27
PMI,MXP,2,30
FRA,CDG,3,48
PMI,DUS,3,23
MAN,AGP,3,37
PRG,IST,3,16
ARN,GVA,2,23
DUS,ARN,1,58
HEL,BCN,1,22
ZRH,PMI,1,25
HEL,ALC,1,10
MAN,PMI,3,13
MAN,LIS,1,32
DUS,CDG,5,12
AGP,OSL,1,16
HEL,BCN,3,30
IST,AMS,3,5
LIS,FCO,2,59
DUS,MXP,3,30
AGP,VIE,3,53
MAN,AGP,1,30
LGW,OSL,3,14
PMI,BCN,1,50
FRA,ARN,5,11
PMI,VIE,3,28
AMS,MAN,4,23
MUC,MAN,2,5
MAD,ARN,4,55
OSL,ALC,3,49
GVA,MUC,1,35
LGW,BRU,2,40
MXP,AGP,3,48
HEL,BRU,1,15
FCO,FRA,2,45
BCN,WAW,2,47
FRA,MXP,3,54
AMS,CPH,4,25
ARN,DUB,2,20
MAN,HEL,4,44
MAN,MUC,3,26
MXP,CPH,4,55
GVA,ATH,4,39
LHR,MAN,1,38
AMS,AGP,3,4
GVA,MAD,2,53
BCN,DUB,1,58
GVA,ATH,4,42
BUD,CPH,1,15
IST,LHR,1,52
ZRH,LHR,4,51
ARN,CDG,2,37
LGW,LIS,2,57
CPH,AGP,2,30
MAD,BUD,4,20
IST,GVA,3,14
AGP,LHR,1,31
AMS,ARN,2,44
DUB,FRA,2,19
BCN,HEL,3,27
LHR,DUS,3,16
MAD,PRG,4,2
PMI,HEL,3,19
OSL,BRU,1,0
AGP,ATH,4,0
ARN,ATH,2,19
BCN,CPH,1,0
FRA,WAW,2,58
ARN,MXP,1,52
GVA,BRU,4,16
ALC,LGW,3,58
HEL,CPH,4,4
FCO,AGP,4,26
PMI,LIS,4,6
FRA,MXP,3,54
PRG,CPH,2,53
AGP,MXP,2,56
AGP,MXP,4,48
MAD,HEL,4,15
VIE,OSL,4,35
ATH,MXP,3,27
FCO,IST,1,19
MXP,DUS,3,54
ATH,ALC,1,38
PMI,AGP,1,51
MUC,DUB,4,57
ALC,CDG,1,48
GVA,OSL,3,38
ALC,DUS,1,10
BRU,PMI,4,28
PRG,MUC,2,8
HEL,AGP,2,50
CPH,HEL,1,0
ARN,VIE,3,57
ALC,PMI,2,39
FCO,BCN,4,14
MXP,OSL,2,8
GVA,BCN,1,12
GVA,MAN,3,40
ALC,DUB,1,39
PMI,ZRH,3,31
ALC,ARN,2,24
IST,MAD,1,16
LHR,FCO,3,14
BRU,LHR,3,59
BRU,CDG,1,55
WAW,BRU,3,22
PMI,AMS,1,29
FCO,PMI,3,48
AGP,ATH,4,50
LHR,MXP,1,53
MAD,DUS,2,32
CPH,LGW,3,56
WAW,MAD,3,0
ATH,MAN,4,57
AGP,CPH,4,12
IST,DUB,4,2
DUB,LHR,1,40
DUB,GVA,1,10
ATH,BUD,2,41
GVA,HEL,1,40
CDG,AGP,4,38
IST,FRA,2,16
VIE,MXP,4,0
MAN,LHR,4,15
MAN,MUC,3,57
MXP,MAD,1,20
AMS,CPH,3,38
FCO,AMS,1,33
CDG,PRG,4,25
LHR,FRA,1,2
VIE,ZRH,1,38
BRU,CPH,3,23
IST,LHR,4,30
MAD,BUD,2,29
MAD,PRG,1,8
FRA,AMS,1,23
MAD,DUS,2,31
CPH,MAD,1,15
BUD,IST,1,6
AGP,ATH,3,20
PMI,ARN,4,4
FRA,MAD,2,16
MXP,ATH,4,23
LGW,ATH,4,2
MUC,MAN,1,38
HEL,IST,1,25
BRU,GVA,1,20
ZRH,GVA,1,18
MAD,LHR,1,1
ALC,FCO,3,19
CPH,FRA,2,59
AGP,MAN,1,25
BUD,LGW,2,36
AMS,MXP,3,14
GVA,BUD,2,14
ATH,GVA,4,41
ARN,LIS,4,19
VIE,BUD,2,11
BUD,MAD,3,49
CDG,ATH,3,7
AGP,BCN,3,35
LGW,OSL,1,30
MUC,MAD,4,27
MXP,GVA,1,21
PMI,ALC,2,35
PRG,IST,2,36
BRU,WAW,2,33
VIE,MAN,3,35
OSL,FCO,4,38
MAN,MXP,2,44
FCO,HEL,3,3
CPH,IST,2,6
LIS,IST,3,58
CDG,IST,3,43
DUB,LGW,1,30
BUD,BCN,1,15
AMS,PRG,1,22
GVA,PRG,1,20
CDG,ZRH,4,18
FCO,BRU,3,50
VIE,BCN,1,24
OSL,PRG,2,45
MUC,AMS,4,0
MXP,HEL,2,41
LIS,BUD,4,7
LIS,GVA,2,53
ATH,FCO,4,18
MAN,ARN,2,55
HEL,ARN,2,11
ARN,GVA,3,6
MXP,AGP,4,36
BCN,CDG,2,50
ARN,WAW,1,43
BUD,LHR,2,40
ALC,ARN,2,44
BCN,PMI,2,21
ALC,MXP,2,52
CPH,LGW,2,41
MAD,ALC,4,32
IST,DUS,2,46
BUD,ALC,2,31
MXP,ZRH,4,4
OSL,MAN,3,16
ZRH,LHR,1,26
PRG,VIE,3,24
ZRH,CPH,1,41
GVA,FCO,3,11
WAW,IST,2,16
FRA,IST,1,20
CDG,WAW,2,25
MUC,CDG,3,13
BUD,HEL,3,45
OSL,ARN,5,11
MAD,ZRH,4,19
IST,MAD,3,38
WAW,VIE,1,10
VIE,LIS,4,3
MAD,LIS,3,43
AGP,ARN,3,24
BRU,LIS,4,46
MAD,DUS,4,4
BUD,GVA,4,27
PRG,AMS,1,37
DUB,MUC,1,23
FCO,CPH,1,20
BUD,VIE,2,32
CDG,FRA,3,36
OSL,AGP,4,19
VIE,BCN,3,59
BCN,CPH,1,51
FCO,MXP,2,54
LHR,IST,3,20
LGW,MXP,1,36
ARN,ALC,2,23
MXP,LHR,3,34
FCO,PRG,1,30
MXP,BUD,4,2
ATH,MAD,1,55
VIE,BCN,1,0
WAW,HEL,2,16
LHR,DUB,2,15
MAD,GVA,2,55
MXP,VIE,4,21
CPH,ARN,1,25
FRA,PMI,4,8
FRA,WAW,3,26
AGP,FCO,4,55
MAD,CPH,3,39
PRG,LIS,2,28
LHR,MUC,1,31
AMS,CPH,2,44
ZRH,FRA,4,29
LIS,AGP,2,9
LIS,MAD,3,27
MAD,IST,1,46
DUS,ALC,4,17
PRG,ALC,1,35
MAN,ALC,2,9
BUD,FCO,1,7
PMI,CDG,3,53
BCN,CDG,3,25
FRA,BUD,2,50
ATH,PRG,4,25
PRG,VIE,1,28
WAW,IST,3,46
VIE,AGP,4,15
ALC,PMI,1,26
MUC,HEL,1,19
LGW,DUB,4,16
HEL,CDG,2,30
BRU,BUD,1,16
BCN,HEL,4,32
MUC,BCN,3,33
FCO,IST,3,57
DUB,BCN,2,48
LIS,FCO,5,1
MAN,CDG,1,10
OSL,LGW,2,41
BRU,ZRH,2,16
ATH,ZRH,3,48
AGP,ZRH,3,1
HEL,PMI,2,41
WAW,ALC,3,15
AGP,ZRH,1,0
MAD,LGW,4,9
LIS,DUB,4,41
ATH,BRU,2,28
LGW,MXP,3,10
ARN,DUS,2,51
BUD,FRA,2,26
ALC,BCN,2,7
FCO,OSL,1,33
BCN,MXP,1,29
MUC,BUD,1,53
HEL,BRU,4,14
LHR,PMI,2,2
MAD,PMI,2,45
FRA,ATH,4,11
GVA,WAW,4,41
FRA,PMI,2,40
FRA,PRG,4,7
FCO,CDG,2,29
MXP,MUC,1,17
LIS,MAN,3,38
OSL,CDG,2,3
VIE,HEL,4,8
LIS,FRA,2,44
PRG,CPH,4,28
FCO,CPH,1,48
PRG,FRA,4,34
WAW,MAN,1,0
AGP,CPH,3,8
ARN,AMS,4,19
GVA,MAD,1,15
MAD,PRG,4,8
LIS,MUC,4,29
MAN,ALC,3,53
MAN,FCO,2,25
PMI,ARN,1,20
BRU,MAD,1,3
BRU,MUC,4,19
ALC,DUS,2,21
AMS,FCO,1,48
PRG,DUB,3,39
AGP,ALC,3,24
CDG,PMI,1,20
HEL,PMI,2,32
ALC,BCN,1,34
MAD,IST,1,42
ARN,DUS,3,46
AMS,FRA,3,25
CDG,PRG,2,0
ATH,LGW,4,53
BUD,GVA,4,16
ZRH,DUB,2,9
ATH,DUB,2,25
PRG,PMI,3,6
CPH,LIS,2,13
WAW,DUS,1,56
AMS,LHR,4,18
CDG,DUS,1,28
AMS,CDG,1,49
HEL,BCN,1,2
MAD,MUC,1,40
BRU,LHR,2,31
WAW,HEL,4,45
LGW,MUC,5,10
ZRH,MAD,5,0
BRU,MXP,1,14
ARN,AMS,1,36
PRG,ARN,3,12
AMS,ALC,1,42
WAW,HEL,1,35
FRA,ALC,4,10
WAW,MAN,1,28
ALC,ARN,2,41
VIE,GVA,2,3
MAN,BUD,3,54
DUB,ARN,2,34
ATH,VIE,4,39
PMI,DUS,2,23
CDG,IST,2,58
DUB,DUS,3,7
LIS,PMI,2,33
MXP,VIE,2,54
PRG,ZRH,3,4
CDG,MXP,2,40
LHR,GVA,4,2
ZRH,WAW,3,59
MUC,WAW,1,1
FRA,LHR,4,20
CPH,GVA,2,8
AGP,OSL,3,23
AGP,BUD,1,50
AMS,MXP,3,44
MUC,FRA,3,12
DUS,LIS,1,54
BCN,PMI,3,56
MUC,MAD,1,19
LHR,MAN,1,18
MUC,MAN,4,21
BRU,BUD,1,16
ARN,CDG,1,4
BUD,MAD,4,26
ATH,GVA,2,17
GVA,WAW,4,28
LHR,ALC,3,25
FCO,DUB,1,21
LIS,DUS,4,40
FCO,LIS,4,4
CPH,ZRH,2,48
AMS,ARN,3,8
AMS,MAN,1,42
ZRH,GVA,4,15
ARN,MAD,1,59
WAW,ARN,4,22
CDG,VIE,3,59
LHR,BCN,1,3
LIS,MAD,2,7
ZRH,ARN,2,4
PRG,AMS,3,10
AMS,PRG,1,54
LHR,DUB,3,47
DUB,FCO,3,2
GVA,HEL,2,1
CDG,FCO,2,33
FCO,MAD,1,43
BRU,PMI,3,51
MAD,ATH,4,9
GVA,PRG,4,0
FRA,ZRH,3,29
FCO,FRA,1,29
AGP,MXP,1,11
GVA,CPH,3,45
BRU,ATH,1,18
LGW,DUB,3,58
PRG,FRA,4,51
LIS,MAN,2,44
ARN,VIE,1,10
MUC,BCN,2,4
MXP,AGP,4,39
AMS,MAD,3,53
ALC,BUD,2,14
ALC,OSL,3,16
MUC,LIS,3,58
IST,ATH,3,59
BRU,AGP,1,36
MAD,ZRH,4,27
WAW,CPH,4,42
DUB,LIS,2,37
CDG,BUD,2,39
IST,BRU,1,25
BCN,ALC,4,19
OSL,BRU,2,43
BUD,PMI,3,51
LGW,CDG,1,39
LIS,ALC,3,20
LHR,OSL,2,31
MAD,GVA,5,5
ZRH,DUS,4,41
BCN,MAN,4,46
PRG,AMS,2,9
CPH,PMI,2,49
ALC,MXP,1,24
ALC,LHR,1,2
ZRH,BUD,2,15
CPH,IST,4,30
BCN,ZRH,2,31
ARN,MAD,1,56
LIS,AMS,1,47
DUB,FCO,2,26
LHR,DUB,2,24
CPH,DUS,3,37
MUC,ALC,2,27
FRA,MXP,1,58
BRU,VIE,3,31
OSL,WAW,1,15
BRU,MAN,3,48
MXP,CDG,2,18
GVA,FCO,2,31
ATH,FCO,2,58
AMS,CPH,4,22
IST,DUB,5,9
ARN,WAW,1,49
LHR,CPH,3,59
GVA,BRU,3,59
MXP,BCN,3,0
ATH,HEL,1,54
LIS,CPH,5,8
AMS,ZRH,3,27
DUB,ALC,4,15
ZRH,LHR,2,24
MAN,DUB,3,48
DUB,MAN,1,52
ATH,ALC,4,5
VIE,IST,4,17
BCN,MAD,3,8
MXP,PRG,2,11
DUS,IST,1,27
LHR,MAD,4,13
CPH,MXP,3,2
LIS,FRA,1,27
ZRH,BCN,2,4
ATH,BUD,2,36
HEL,DUS,4,33
OSL,AGP,1,44
DUS,DUB,1,11
ARN,PRG,2,26
FRA,BUD,4,48
AMS,DUB,3,7
AMS,ARN,4,19
IST,ARN,2,12
LHR,FRA,1,11
MAN,OSL,4,8
IST,LHR,3,56
PRG,HEL,3,8
LIS,ALC,3,33
FCO,WAW,1,31
LGW,ATH,5,8
ARN,ALC,2,59
ATH,HEL,1,47
ARN,LHR,3,40
BRU,AGP,1,58
IST,MUC,4,18
BRU,MAD,1,3
BUD,OSL,4,26
MXP,DUS,4,59
OSL,BCN,2,2
OSL,MXP,3,26
ZRH,MAD,3,15
AGP,ZRH,3,9
ALC,AGP,1,0
OSL,MAD,2,1
DUS,GVA,2,24
GVA,LHR,3,31
LGW,MAN,1,24
GVA,PMI,4,9
BRU,MAN,4,47
VIE,WAW,4,29
CDG,LIS,4,33
FCO,ALC,3,55
ARN,DUB,2,34
MAN,MXP,2,54
WAW,FRA,3,24
DUS,MAD,3,23
BCN,ATH,3,58
MUC,LIS,5,1
ATH,OSL,1,35
MAN,ARN,4,32
PRG,ZRH,2,3
FRA,MAN,1,45
MXP,FRA,1,10
CPH,BUD,4,24
BCN,ZRH,2,8
AMS,BUD,2,48
BRU,GVA,2,20
MUC,AMS,3,25
WAW,ARN,4,59
CPH,CDG,4,7
MXP,ATH,1,12
MXP,CDG,5,1
PRG,LHR,2,26
ARN,DUS,2,42
CDG,CPH,2,34
LHR,FCO,2,21
ZRH,HEL,1,43
DUB,OSL,2,10
LGW,ALC,2,25
MXP,PMI,3,5
FRA,MUC,2,47
DUB,GVA,1,46
DUB,WAW,4,2
DUS,LIS,3,37
LHR,OSL,1,32
DUB,PMI,1,23
MUC,MXP,2,31
BRU,ALC,2,24
MXP,MAN,4,32
HEL,LGW,1,26
LGW,CPH,4,28
ZRH,MAD,2,36
OSL,ZRH,4,29
MAN,CDG,2,2
MUC,MAN,3,42
BRU,WAW,1,10
PRG,MUC,1,49
GVA,VIE,4,43
AMS,MUC,3,26
DUB,FRA,4,43
BRU,OSL,3,0
PRG,VIE,1,25
ARN,DUS,3,11
MXP,FCO,1,55
OSL,AGP,2,3
MXP,ZRH,2,45
CDG,MXP,2,6
BCN,PRG,1,54
MUC,ARN,4,15
DUB,PMI,4,20
LIS,BRU,2,15
BCN,MXP,1,11
ATH,WAW,3,9
MAD,MXP,1,29
ZRH,ATH,2,49
PMI,ARN,2,28
MAN,LIS,3,38
DUS,PMI,1,22
LIS,ALC,3,58
FRA,AMS,3,36
AGP,LGW,2,42
MXP,MAN,1,0
FRA,IST,4,16
VIE,CPH,1,0
LIS,MAD,1,46
CPH,MAD,1,0
GVA,LGW,1,45
CPH,ATH,2,32
LGW,LIS,1,42
AGP,OSL,5,4
ZRH,VIE,1,24
HEL,BCN,4,7
AMS,LGW,3,34
MAD,MUC,1,50
CPH,DUS,2,56
FRA,PRG,3,44
PMI,BCN,3,40
AGP,PRG,2,11
VIE,FRA,2,39
ATH,CDG,3,22
AGP,LGW,4,8
DUB,AMS,1,55
AGP,BRU,2,19
CDG,LHR,2,5
VIE,BUD,2,14
CPH,MXP,3,9
ATH,LHR,4,5
LGW,ATH,4,19
AGP,MUC,3,52
BUD,FCO,2,22
AMS,LHR,3,0
LIS,CPH,1,47
BRU,PRG,3,43
ATH,FCO,2,53
LHR,VIE,1,40
BRU,LGW,2,50
OSL,HEL,1,55
CDG,LIS,1,30
CPH,DUB,3,10
BCN,CPH,4,21
LGW,LIS,3,32
MAN,WAW,1,50
PRG,MUC,4,22
AGP,MXP,5,10
AGP,BRU,4,16
LHR,GVA,2,54
LIS,BRU,3,16
MAD,PMI,2,30
DUS,ZRH,1,58
BUD,LHR,1,24
FRA,ATH,3,45
BRU,PRG,4,44
VIE,LGW,1,40
CDG,CPH,1,59
GVA,WAW,2,58
MAD,LHR,1,27
BRU,CPH,3,7
FRA,MUC,1,17
PRG,AGP,4,8
IST,AMS,3,7
FRA,WAW,3,44
MAD,ARN,4,6
AGP,PMI,2,47
DUS,BCN,3,0
LGW,DUS,2,57
MAN,ATH,1,29
ZRH,DUB,3,4
FCO,GVA,3,20
MAD,MXP,1,35
BCN,VIE,4,3
DUS,PRG,3,15
ATH,MAD,2,44
ALC,CDG,3,29
DUB,LIS,2,17
CPH,WAW,4,30
PMI,BUD,2,5
VIE,MXP,4,9
BUD,MAD,2,33
WAW,MAN,2,44
PMI,IST,1,23
LGW,CPH,3,15
CDG,AGP,2,12
LHR,PRG,1,0
PMI,IST,1,13
PRG,FRA,1,30
OSL,FCO,2,4
ARN,ZRH,2,54
DUB,AMS,4,3
ATH,WAW,2,35
AMS,AGP,4,3
ARN,CPH,3,52
PMI,FCO,1,51
IST,AGP,3,4
LIS,FCO,2,4
ARN,PRG,4,6
HEL,FRA,1,44
MAN,DUS,1,51
LGW,MAN,1,33
WAW,LHR,1,39
MAN,FCO,2,13
VIE,LGW,3,38
WAW,MAN,3,31
BCN,OSL,4,4
CDG,OSL,2,29
FCO,MAD,3,18
BCN,VIE,4,29
DUB,MAN,4,43
BCN,ARN,2,40
AMS,CDG,4,16
IST,AMS,4,27
MAD,AGP,3,20
ALC,AMS,3,20
DUS,AGP,4,15
OSL,ALC,4,18
OSL,ARN,2,1
GVA,HEL,3,43
WAW,VIE,3,15
PRG,ARN,1,34
FCO,WAW,2,6
CPH,ZRH,2,7
IST,LHR,1,33
BRU,ALC,2,57
DUB,LIS,1,15
MXP,DUS,3,36
IST,AGP,3,28
MAD,DUS,2,58
VIE,MAN,4,39
BCN,DUB,4,34
PRG,BUD,2,37
FRA,MAD,1,12
OSL,FRA,1,27
MXP,CPH,2,54
LHR,CDG,3,26
FRA,MXP,4,52
BRU,BCN,3,33
LGW,DUB,2,11
PMI,GVA,4,31
FRA,LGW,2,45
DUS,ALC,3,57
PMI,CPH,1,48
AGP,BUD,1,27
CDG,AGP,3,26
AMS,MAN,3,6
MUC,GVA,2,6
HEL,LIS,2,59
IST,CPH,3,31
LHR,LGW,3,53
PMI,CDG,1,13
ATH,CDG,2,49
PMI,BUD,4,43
FRA,VIE,4,8
BRU,PRG,2,55
VIE,ARN,3,14
ALC,CDG,4,27
BUD,MXP,1,30
ZRH,ALC,1,0
MAD,LIS,4,55
VIE,PMI,1,53
MAN,OSL,1,37
LGW,WAW,4,29
BUD,BCN,3,39
ZRH,BUD,2,29
AMS,HEL,1,46
BRU,MAD,2,50
DUS,MUC,2,57
DUB,MUC,3,33
CDG,AGP,4,26
CPH,MXP,4,5
LGW,CPH,1,46
PRG,ZRH,3,38
ATH,ZRH,3,59
MXP,MUC,5,7
FCO,ZRH,2,34
WAW,DUS,4,5
PMI,GVA,3,17
LHR,GVA,2,24
LGW,AMS,2,0
AMS,MUC,2,31
GVA,AMS,2,39
PMI,FCO,3,12
CDG,OSL,3,43
BRU,LIS,2,8
BCN,FCO,3,34
FCO,BUD,3,2
VIE,ATH,4,1
MAD,MUC,2,3
FCO,ZRH,2,31
WAW,BRU,2,45
OSL,MAD,2,22
DUS,MXP,4,23
OSL,ZRH,4,5
HEL,GVA,2,22
BRU,DUS,2,6
BUD,VIE,1,57
LGW,MAD,4,33
IST,PRG,3,26
AMS,CDG,1,24
MAN,DUB,2,40
OSL,IST,4,52
GVA,FCO,1,16
IST,LHR,3,36
GVA,LHR,4,54
MXP,FRA,2,27
LHR,ARN,1,0
DUB,LHR,3,59
CPH,IST,2,40
FCO,DUS,1,21
MAD,WAW,4,9
MUC,FRA,3,48
ATH,MAD,2,30
BRU,AGP,3,59
OSL,HEL,2,19
GVA,BCN,2,15
OSL,HEL,3,23
AMS,MUC,3,16
FRA,CDG,4,22
FCO,MXP,3,20
GVA,FRA,4,12
BUD,FRA,4,5
CPH,CDG,2,49
ZRH,ARN,2,17
LGW,GVA,4,1
ATH,GVA,1,19
BCN,CPH,3,55
LIS,VIE,1,29
PMI,MAD,3,51
ARN,LIS,2,6
PMI,CDG,2,11
VIE,BUD,1,40
FCO,DUS,2,48
VIE,OSL,3,34
GVA,ALC,1,47
BUD,CDG,2,8
FCO,LIS,1,18
CPH,AGP,2,42
AMS,GVA,4,18
MUC,VIE,1,13
MXP,OSL,2,15
IST,ALC,2,6
AMS,WAW,1,16
ALC,MAN,4,8
VIE,ATH,4,40
DUB,MXP,3,12
CPH,DUS,3,50
FCO,MAN,2,10
CDG,OSL,3,48
CPH,VIE,2,28
MUC,ATH,1,46
PMI,ATH,3,26
PRG,MUC,1,39
BCN,BRU,2,35
WAW,BRU,4,46
OSL,ARN,3,40
PMI,AMS,3,51
ZRH,BUD,1,54
BUD,AGP,1,0
AMS,MAD,5,10
PMI,VIE,4,11
AGP,CDG,2,49
MAN,BUD,4,35
AMS,ATH,4,31
WAW,AMS,2,47
AMS,HEL,4,17
LIS,BUD,1,34
FCO,LHR,3,7
BUD,CPH,2,13
MXP,ZRH,1,52
LGW,MUC,4,38
LIS,ZRH,2,59
MAN,OSL,2,42
AMS,MAN,3,22
LHR,PRG,4,27
MUC,MAN,4,26
IST,DUS,4,20
LGW,MAN,4,20
AGP,LIS,4,16
LGW,FRA,4,46
DUB,BCN,3,5
AGP,MXP,1,29
MAD,ALC,2,25
DUS,FCO,1,54
PMI,OSL,1,17
DUB,MAN,2,36
MXP,ARN,2,45
PRG,BRU,5,7
LIS,ATH,4,15
ARN,CPH,3,34
CDG,MUC,3,1
AMS,MAD,2,36
HEL,GVA,1,54
FRA,DUS,2,8
AMS,MXP,3,32
MAN,MUC,1,0
VIE,ZRH,3,11
GVA,MXP,2,23
FRA,ARN,4,32
CDG,BCN,3,24
CDG,MXP,4,7
ALC,LIS,3,13
FRA,ATH,2,10
WAW,BCN,4,29
PRG,PMI,3,59
LHR,PMI,1,9
BUD,DUS,5,5
DUS,BRU,4,39
DUS,WAW,4,30
FCO,FRA,2,23
BCN,LIS,1,18
ARN,MXP,1,53
FRA,LHR,1,59
MXP,MAD,4,22
GVA,FRA,2,37
FRA,CPH,4,22
HEL,IST,3,16
MXP,FRA,2,45
LIS,AGP,3,21
MAD,ZRH,3,18
ALC,LHR,4,19
GVA,IST,2,30
ATH,FRA,1,25
CDG,VIE,2,13
AGP,MXP,2,36
ATH,WAW,2,59
OSL,VIE,3,34
ATH,CDG,1,44
GVA,MUC,4,24
PRG,BCN,3,41
BRU,AMS,1,56
BRU,VIE,2,2
ALC,ARN,2,26
AMS,ALC,3,8
ATH,MXP,4,14
LHR,LIS,4,1
BUD,FRA,2,39
WAW,DUS,3,36
CPH,FCO,1,53
DUB,MAN,3,57
WAW,MAN,3,59
FRA,BUD,3,58
ARN,VIE,3,11
MUC,MAN,3,1
PRG,ARN,1,51
ZRH,ATH,3,50
BRU,AMS,2,30
LGW,OSL,1,40
OSL,AMS,4,56
WAW,AGP,2,1
BCN,DUB,3,10
AMS,OSL,4,31
FCO,MAD,2,34
FRA,AMS,2,24
CDG,DUS,4,51
MAN,LGW,1,54
BUD,MAN,3,23
CDG,BUD,3,36
